Title,Date,Publisher,Description,Metadata
"(u'Chesapeake Bay Watershed Land Cover Data Series 1984',)","(u'1984',)","(u'U S Geological Survey',)","(u""To better understand how the land is changing and to relate those changes to water quality trends, the USGS funded the production of a Chesapeake Bay Watershed Land Cover Data Series (CBLCD) representing four dates: 1984, 1992, 2001, and 2006. These data were produced by MDA Federal Inc., under contract to the USGS and were derived from Landsat 5 Thematic Mapper and Landsat 7 Enhanced Thematic Mapper satellite imagery. Each of the four datasets consists of 16 land use and land cover classes (Anderson, et al., 1976).  The datasets are temporally comparable and encompass the entire Chesapeake Bay watershed and most intersecting counties.  \r\n\r\nThe 2001 dataset represents the base layer for the Data Series and is composed of NOAA's 2001 Coastal Change Analysis Program (CCAP) dataset in the coastal and northern portion of the watershed coupled with USGS' 2001 National Land Cover Dataset in the western and southwestern portions of the watershed.  MDA Federal's Cross Correlation Analysis (CCA) technique was used to produce updates (yr. 2006) and retrospective updates (yrs. 1984 and 1992) to the base layer. CCA identifies significant spectral changes between image pairs within the range of spectral values for each land cover class identified in the 2001 base layer.  MDA Federal used Classification and Regression Trees to assign land cover classes to 1984, 1992, and 2006 pixels exhibiting significant deviations from their 2001 expected spectral values.  MDA Federal used these methods to develop the 1996 and 2005 land cover change datasets for the Mid-Atlantic coastal area funded by NOAA CCAP. \r\n\r\nLand use and land cover interpretations derived from Landsat satellite imagery are based on the sun's reflectance off the land surface, e.g., urban areas have different spectral reflectance characteristics than forests and herbaceous vegetation.  For this reason, the data most accurately represent land cover (e.g., tree canopy) compared with land use or management (e.g., forests and pasture).  Due to similarities in spectral reflectance characteristics, some land use and land cover classes are easily confused with each other. The spectral characteristics of low density residential areas, for example, may closely resemble the characteristics of forests in a neighborhood with mature trees or of cropland or pasture if large residential lots are composed mostly of lawns. Cropland and pasture may also have similar spectral qualities. Therefore, users should be cautioned against evaluating transitions between cropland and pasture based on the CBLCD. Users should be generally confident, however, that the overall spatial patterns of cropland and pasture in the Bay watershed are accurate because the USGS and NOAA used multi-season imagery to create the 2001 base layer and the data compare favorably with county-level cropland and pasture acreage estimates reported in the 2002 U.S. Census of Agriculture.  \r\n\r\nThe USGS is in the process of interpreting and publishing statistics on the extent, type, and patterns of land cover change from 1984-2006 in the Bay watershed, major tributaries, and counties. The USGS will also be publishing land change forecasts based on observed trends in the CBLCD. These additional interpretations, statistics, and datasets will be publicly released over the coming year following publication."",)","(u'FullMetadataDisplay.aspx?file=CBWLCD_1984.xml',)"
"(u'Area Fisheries Managers Offices',)","(u'2012',)","(u'Pennsylvania Fish and Boat Commission',)","(u'Office locations of Pennsylvania Fish and Boat Commission Area Fisheries Managers (AFM)',)","(u'FullMetadataDisplay.aspx?file=AreaFisheriesManagement_Offices201212.xml',)"
"(u'Late Wisconsinan Glacial Border 1:500,000',)","(u'1995',)","(u'Pennsylvania Department of Conservation and Natural Resources',)","(u'Late in 1994, the Pennsylvania Bureau of Topographic and Geologic Survey was\r\nasked to develop a digital physiographic provinces map at 1:100,000 scale. The\r\nthen-available physiographic provinces map was compiled by the Survey at\r\n1:500,000 scale and published at 1:2,000,000 scale in 1989. A new physiographic\r\nprovinces map was recompiled on county 1:50,000-scale topographic maps having\r\n20-foot contour intervals. Boundaries based primarily on geology were positioned\r\nusing  published geological maps. Most boundaries were positioned by topographic\r\ninterpretation. The use of a 20-foot contour interval (a 200-foot interval was\r\nused in 1989) resulted in the repositioning of some boundaries. New\r\nscale-enhanced understanding of topographic/geologic patterns in the Appalachian\r\nPlateaus province resulted in the creation of three new sections and the revision\r\nof other section boundaries. The new compilation was reduced 50 percent and\r\ntransferred to 1:100,000-scale mylar base maps. The province and section\r\nboundaries and the late Wisconsinan glacial border were digitized from the\r\nmylars, edgematched, assembled into a single dataset, and attributed with\r\nphysiographic province and section names using UNIX-based Arc/Info. The late\r\nWisconsinan glacial border, which coincides with province and section boundaries\r\nin some places, was copied to a separate dataset and removed from the dataset\r\ncontaining the province and section boundaries. There are two datasets for the\r\nlate Wisconsinan glacial border and the physiographic province and section\r\nboundaries. The original datasets are accurate at 1:100,000 scale. The other\r\ndatasets have been generalized to 1:500,000-scale accuracy for more regional\r\nwork.\r\nA companion dataset consisting of the state and county boundaries of Pennsylvania\r\nwas compiled from the U.S. Geological Survey (USGS) 1:100,000-scale\r\ndigital-line-graph (DLG) files for boundaries. The dataset has been attributed\r\nwith the county names.',)","(u'FullMetadataDisplay.aspx?file=pags_glacier5k.xml',)"
"(u'Game Regions',)","(u'2017',)","(u'Pennsylvania Game Commission',)","(u'Game Commission Regions  boundaries',)","(u'FullMetadataDisplay.aspx?file=PGC_BNDRegions2017.xml',)"
"(u'Average Annual Precipitation (PRISM model) 1961 - 1990',)","(u'2000',)","(u'U S Department of Agriculture',)","(u'This map layer shows polygons of average annual precipitation in the\r\ncontiguous United States, for the climatological period 1961-1990.\r\nParameter-elevation Regressions on Independent Slopes Model (PRISM)\r\nderived raster data is the underlying data set from which the polygons\r\nand vectors were created.  PRISM is an analytical model that uses point\r\ndata and a digital elevation model (DEM) to generate gridded estimates\r\nof annual, monthly and event-based climatic parameters',)","(u'FullMetadataDisplay.aspx?file=PrecipitationAnnualPRISM19611990.xml',)"
"(u'Livable Landscapes Basemap Features',)","(u'2013',)","(u'Chester County',)","(u'2003 Municipal Edits with the 2003 County Edit (removal of natural), along with additional county edits (extending underlying landscapes to align to center of certain natural features)',)","(u'FullMetadataDisplay.aspx?file=LivableLandscapesBasemapFeatures201306.xml',)"
"(u'Resource Lands Assessment - Water Quality Protection for the Chesapeake Bay Watershed',)","(u'2000',)","(u'Chesapeake Bay Program',)","(u'Grid of the Chesapeake Bay Watershed with cell values representing relative value for the maintenance of water quality.',)","(u'FullMetadataDisplay.aspx?file=waterquality.xml',)"
"(u'Abandoned Mine Land Inventory Sites',)","(u'2018',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory.  This layer represents the AML Inventory Sites, which are the boundary of an entire problem area.  All related AML point/polygon features must fit within the boundary of the designated problem',)","(u'FullMetadataDisplay.aspx?file=AMLInventorySites2018_01.xml',)"
"(u'PAMAP Program - Buildings (Polygon)',)","(u'2007',)","(u'DCNR PAMAP Program',)","(u'This dataset consists of building outlines aggregated by the PAMAP Program from data supplied by various Pennsylvania county governments.  Additional information is available at the PAMAP website: www.dcnr.state.pa.us/topogeo/pamap.',)","(u'FullMetadataDisplay.aspx?file=PAMAP_BuildingPolygon2007.xml',)"
"(u'Income and Employment, 1993-2001',)","(u'2006',)","(u'U S Department of Commerce',)","(u""This map layer portrays 1993 to 2001 estimates for total personal\r\nincome, per capita personal income, annual number of full-time and part-\r\ntime jobs, average wage per job in dollars, population, and per capita\r\nnumber of jobs, for counties in the United States.\r\n\r\nTotal personal income is all the income that is received by, or on behalf\r\nof, the residents of a particular area.  It is calculated as the sum of\r\nwage and salary disbursements, other labor income, proprietors' income\r\nwith inventory valuation and capital consumption adjustments, rental\r\nincome of persons with capital consumption adjustment, personal dividend\r\nincome, personal interest income, and transfer payments to persons, minus\r\npersonal contributions for social insurance.\r\n\r\nPer capita personal income is calculated as the total personal income of\r\nthe residents of a county divided by the resident population of the\r\ncounty.  The Census Bureau's annual midyear population estimates were used\r\nin the computation.\r\n\r\nThe average annual number of full-time and part-time jobs includes all\r\njobs for which wages and salaries are paid, except jury and witness\r\nservice and paid employment of prisoners.  The jobs are counted at equal\r\nweight, and employees, sole proprietors, and active partners are all\r\nincluded.  Unpaid family workers and volunteers are not included.\r\n\r\nAverage wage per job is the wage and salary disbursements divided by the\r\nnumber of wage and salary jobs in the county.  Wage and salary\r\ndisbursements consist of the monetary remuneration of employees, including\r\nthe compensation of corporate officers; commissions, tips, and bonuses;\r\nand receipts in kind, or pay-in-kind, such as the meals furnished to the\r\nemployees of restaurants.  It reflects the amount of payments disbursed,\r\nbut not necessarily earned during the year.\r\n\r\nPer capita number of jobs is calculated as the average annual number of\r\nfull-time and part-time jobs in a county divided by the resident\r\npopulation of the county.  The Census Bureau's annual midyear population\r\nestimates were used in the computation.\r\n\r\nAll dollar estimates are in current dollars, not adjusted for inflation.\r\nThe information in this map layer comes from the Regional Economic\r\nInformation System (REIS) that is distributed by the Bureau of Economic\r\nAnalysis, http://www.bea.gov/."",)","(u'FullMetadataDisplay.aspx?file=IncomeEmployment1993_2001.xml',)"
